,id,back,city,day,death,family,father,film,find,finds,first,friends,get,girl,group,he,help,home,life,lives,love,man,must,never,new,old,one,people,school,story,take,time,town,two,war,way,woman,world,year,years,young,genres,title,revenue,release_date,production_companies
2364,10634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy,Friday,28215918,1995-04-26,New Line Cinema
2365,15789,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Romance, Animation, Family, Comedy, Adventure",A Goofy Movie,35348597,1995-04-07,"Walt Disney Pictures, Walt Disney Animation, Phoenix Animation Studios, Pixibox, Walt Disney Animation, Walt Disney Feature Animation"
2366,50839,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller, Drama",Margin Call,19504039,2011-02-11,"Before the Door Pictures, Benaroya Pictures, Washington Square Films, Myriad Pictures, Untitled Entertainment"
2367,9576,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Romance",Tootsie,177200000,1982-12-17,"Mirage Enterprises, Punch Productions, Delphi Films, Columbia Pictures"
2368,199,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Science Fiction, Action, Adventure, Thriller",Star Trek: First Contact,150000000,1996-11-22,Paramount
2369,306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Action, Comedy, Crime",Beverly Hills Cop III,119208989,1994-05-24,"Paramount, Eddie Murphy Productions"
2370,10559,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"Science Fiction, Thriller",Frequency,68106245,2000-04-28,New Line Cinema
2371,395458,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Thriller, Crime, Drama, Mystery",Suburbicon,12751667,2017-10-26,"Huahua Media, Dark Castle Entertainment, Silver Pictures, Black Bear Pictures, Smoke House Pictures, Paramount, Bloom"
2372,7984,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Drama,In the Name of the Father,65796862,1993-12-12,"Hell's Kitchen Films, Universal Pictures"
2373,9036,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Adventure, Drama, Family",Eight Below,120455994,2006-02-17,"Walt Disney Pictures, Spyglass Entertainment, Mandeville Films, Winking Productions, Vertigo Entertainment, The Kennedy/Marshall Company"
2374,2332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Comedy",Taxi 2,64400000,2000-03-25,"ARP Sélection, TF1 Films Production, Canal+, Leeloo Productions, EuropaCorp"
2375,64720,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,"Thriller, Drama, Horror",Take Shelter,3099314,2011-09-30,"Hydraulx, REI Capital, Grove Hill Productions, Strange Matter Films"
2376,291270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"Animation, Drama, Romance, Comedy",Anomalisa,5659286,2015-12-30,"Starburns Industries, Harmonious Claptrap, Snoot Entertainment, HanWay Films, Paramount Animation, Paramount"
2377,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Adventure, Thriller",The Living Daylights,191185897,1987-06-29,"United Artists, Eon Productions, Danjaq"
2378,13836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action",Race to Witch Mountain,106303988,2009-03-12,"Walt Disney Pictures, Gunn Films"
2379,1647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Thriller",The Recruit,101191884,2003-01-31,Birnbaum / Barber Productions
2380,581032,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,"Drama, Western, Adventure",News of the World,12668325,2020-12-25,"Playtone, Pretty Pictures, Universal Pictures, Perfect World Pictures"
2381,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction, Action, Adventure, Comedy, Family",Teenage Mutant Ninja Turtles,201965915,1990-03-30,"New Line Cinema, Orange Sky Golden Harvest, Mirage Studios"
2382,11003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance, Comedy",The Wedding Singer,123306987,1998-02-13,"Robert Simonds Productions, Juno Pix, New Line Cinema"
2383,12783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Drama, History, Romance",The Duchess,43306325,2008-09-05,"BBC Film, Paramount Vantage, Qwerty Films, Magnolia Mae Films, BIM Distribuzione, Pathé, Paramount, Renn Productions, MEDIA Programme of the European Union, BIM Productions"
2384,385103,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Animation, Comedy, Family, Mystery",Scoob!,28588425,2020-07-08,"Warner Bros. Pictures Animation, Warner Bros. Pictures"
2385,499701,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure, Comedy, Family, Fantasy",Dora and the Lost City of Gold,120597108,2019-08-08,"Nickelodeon Movies, Paramount Players, Walden Media, Screen Queensland, Paramount"
2386,271969,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"Action, History, Adventure, Drama",Ben-Hur,94061311,2016-08-17,"Metro-Goldwyn-Mayer, Paramount, LightWorkers Media, Sean Daniel Company"
2387,10431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"Action, Thriller",War,40452643,2007-08-24,"Lionsgate, Mosaic Media Group, Fierce Entertainment, Current Entertainment, Rogue Films"
2388,62206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Action, Adventure, Comedy",30 Minutes or Less,40547440,2011-08-11,Columbia Pictures
2389,8963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Thriller, Action",Crimson Tide,157387195,1995-05-12,"Hollywood Pictures, Don Simpson/Jerry Bruckheimer Films"
2390,22824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mystery, Science Fiction, Thriller",The Fourth Kind,47709193,2009-11-06,"Universal Pictures, Gold Circle Films, Chambara Pictures, Dead Crow Productions, Saga Film, Mandate International"
2391,614696,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Horror, Action, Adventure, Thriller",#Alive,13416285,2020-06-24,"Lotte Entertainment, Zip Cinema, Perspective Pictures"
2392,486131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Crime",Shaft,21360215,2019-06-14,"Davis Entertainment, New Line Cinema"
2393,28211,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama, Thriller, Mystery",Chloe,13657649,2010-02-25,"Outpost Studios, StudioCanal, The Montecito Picture Company"
2394,2064,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Romance, Comedy",While You Were Sleeping,182057016,1995-04-21,"Caravan Pictures, Hollywood Pictures"
2395,13510,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Horror, Thriller",Eden Lake,3984669,2008-09-12,"Rollercoaster Films, Aramid Entertainment Fund"
2396,9874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Crime, Thriller",Cobra,49042224,1986-05-22,"Cannon Group, Warner Bros. Pictures, Golan-Globus Productions"
2397,60243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama,A Separation,24426169,2011-02-15,"Asghar Farhadi Productions, Dreamlab Films, MPA APSA Academy Film Fund, Memento Films Production"
2398,2196,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Drama",Death at a Funeral,46789413,2007-08-17,"Target Media Entertainment, VIP 2 Medienfonds, VIP 1 Medienfonds, Parabolic Pictures, Sidney Kimmel Entertainment, Metro-Goldwyn-Mayer, Mandate International, Stable Way Entertainment"
2399,3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime, Thriller",Mr. Brooks,48443734,2007-06-01,"Metro-Goldwyn-Mayer, Relativity Media, Tig Productions, Eden Rock Media, Element Films"
2400,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Comedy, Drama, Romance",Volver,85582407,2006-03-17,"El Deseo, Canal+ España, Ministerio de Cultura España, TVE, Warner Bros. Entertainment España, Sony Pictures Classics, Focus Features"
2401,556678,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Comedy, Romance",Emma.,25155355,2020-02-13,"Working Title Films, Focus Features, Perfect World Pictures, Blueprint Pictures"
2402,467938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Action, Thriller, Horror",Revenge,692079,2017-01-25,"M.E.S. Productions, Monkey Pack Films, Charades, Logical Pictures, Nexus Factory, uMedia"
2403,11820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Drama, History, Romance",Mona Lisa Smile,0,2003-12-19,"Columbia Pictures, Revolution Studios, Red Om Films"
2404,365222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Action, Drama, History",Ip Man 3,157029618,2015-12-24,"Dreams Salon Entertainment Culture, Pegasus Motion Pictures, Starbright Communications, Golden Harvest Company, Henan Film & TV Production Group Henan Film Studio, Prosperity Pictures"
2405,925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama,Do the Right Thing,37300000,1989-06-14,"40 Acres and a Mule Filmworks, Universal Pictures, 40 Acres and a Mule Filmworks"
2406,9530,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Family, Comedy",RV,87528173,2006-04-28,"RV Camping Productions Ltd., Columbia Pictures, Relativity Media, Intermedia Films, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Red Wagon Entertainment"
2407,149871,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Animation, Drama, Fantasy",The Tale of The Princess Kaguya,24366656,2013-11-23,"Studio Ghibli, Hakuhodo DY Media Partners, KDDI, Mitsubishi Shoji, Nippon Television Network Corporation, TOHO, T2 Studio"
2408,85889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Crime, Drama, Comedy",Filth,9114264,2013-09-23,"Egoli Tossell Film, Steel Mill Pictures, Filmgate Films, Logie Pictures, Altitude Film Entertainment, Film House Germany, Maven Screen Media, Entre Chien et Loup"
2409,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction, Adventure, Mystery",Star Trek: The Motion Picture,139000000,1979-12-07,Paramount
2410,445629,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Comedy,Fighting with My Family,39055536,2019-02-14,"WWE Studios, Misher Films, Seven Bucks Productions, Film4 Productions, The Ink Factory, Metro-Goldwyn-Mayer"
2411,7270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Drama, Crime, Thriller",Matchstick Men,65565672,2003-09-12,"Saturn Films, Scott Free Productions, Rickshaw Productions, LivePlanet, ImageMovers, Warner Bros. Pictures, HorsePower Entertainment"
2412,10072,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Horror, Thriller",A Nightmare on Elm Street 3: Dream Warriors,44800000,1987-02-27,"New Line Cinema, Smart Egg Pictures, Heron Communications"
2413,323675,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Comedy",Ride Along 2,124827316,2016-01-14,"Reel Chefs Catering, Universal Pictures, Will Packer Productions, Cube Vision"
2414,579047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,"Mystery, Science Fiction",Reminiscence,18717947,2021-08-18,"FilmNation Entertainment, Michael De Luca Productions, Kilter Films"
2415,8489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Drama,Ali,87713825,2001-12-10,"Columbia Pictures, Initial Entertainment Group, Forward Pass, Moonlighting Films, Overbrook Entertainment, Peters Entertainment"
2416,18480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,Brüno,138805831,2009-07-08,"Universal Pictures, MRC, Four by Two"
2417,68817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,"Drama, Music, Romance",Footloose,63543328,2011-10-06,"Weston Pictures, Dylan Sellers Productions, Zadan / Meron Productions"
2418,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Comedy,Bring It On,90449929,2000-08-25,"Beacon Communications, Universal Pictures, Buena Vista International"
2419,136418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Thriller",Hummingbird,8352885,2013-05-07,"Lionsgate, Shoebox Films, IM Global"
2420,4614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Thriller, Action, Drama",The Sum of All Fears,193921372,2002-05-31,"Paramount, Mace Neufeld Productions, MFP Munich Film Partners GmbH & Company I. Produktions KG, S.O.A.F. Productions"
2421,9769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama,Lolita,1071255,1997-09-27,"Pathé, Lolita Productions"
2422,10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drama, Crime",Rounders,22921898,1998-09-11,"Miramax, Spanky Pictures"
2423,296100,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Adventure, Fantasy",The Night Before,52395996,2015-11-20,"Sony Pictures, Good Universe, Point Grey Pictures, Columbia Pictures"
2424,170687,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Animation, Comedy, Family, Fantasy",The Boxtrolls,108255770,2014-09-10,Laika Entertainment
2425,16538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Comedy, Romance","I Love You, Man",91980359,2009-03-20,"The Montecito Picture Company, De Line Pictures, Bernard Gayle Productions"
2426,4566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama, Thriller, Mystery, Crime",Michael Clayton,92991835,2007-09-28,"Castle Rock Entertainment, Mirage Enterprises, Section Eight, Samuels Media"
2427,10808,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Family, Romance, Fantasy",Dr. Dolittle 2,176104344,2001-06-22,"Joseph M. Singer Entertainment, Davis Entertainment, 20th Century Fox"
2428,617,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Mystery, Thriller, Drama",Wild Things,67200000,1998-03-20,"Mandalay Entertainment, Columbia Pictures"
2429,9316,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Action, Thriller, Crime, Adventure",Ong-Bak,20112926,2003-01-21,"Baa-Ram-Ewe, Sahamongkolfilm, EuropaCorp, Golden Network Asia"
2430,9072,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Crime",Little Man,101595121,2006-08-31,"Wayans Bros. Entertainment, Revolution Studios"
2431,12106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Western, Action",The Quick and the Dead,47000000,1995-02-09,"TriStar Pictures, IndieProd Company Productions"
2432,873,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Drama, History",The Color Purple,146292000,1985-12-18,"Amblin Entertainment, The Guber-Peters Company, Warner Bros. Pictures"
2433,9357,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama, Thriller",One Hour Photo,52223306,2002-08-21,"Fox Searchlight Pictures, Catch 23 Entertainment, Killer Films, Laughlin Park Pictures"
2434,14359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Drama,Doubt,50907234,2008-02-27,"Scott Rudin Productions, Goodspeed Productions"
2435,9531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"Comedy, Science Fiction, Action, Adventure",Superman III,75850624,1983-06-17,"Dovemead Films, Cantharus Productions, Warner Bros. Pictures, DC Comics"
2436,314405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance, Fantasy, Horror",Tale of Tales,5500277,2015-05-14,"Archimede, Le Pacte, HanWay Films, New Sparta Films, Recorded Picture Company, RAI"
2437,11327,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Drama, Crime",Midnight Express,35000000,1978-08-31,"Columbia Pictures, Casablanca Filmworks"
2438,655,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Drama,"Paris, Texas",2181987,1984-08-23,"Pro-ject Filmproduktion, Argos Films, Wim Wenders Stiftung, WDR, Road Movies, 20th Century Fox, Film4 Productions"
2439,11172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Comedy, Music, Romance",Music and Lyrics,145896422,2007-02-09,"Castle Rock Entertainment, Village Roadshow Pictures, Reserve Room, Flower Films"
2440,2018,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Romance",The Wedding Planner,94728529,2001-01-26,"Tapestry Films, Dee Gee Entertainment, IMF Internationale Medien und Film GmbH & Co. Produktions KG, Intermedia Films, Prufrock Pictures, Columbia Pictures"
2441,1729,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Adventure, Fantasy",The Forbidden Kingdom,127906624,2008-04-18,"Casey Silver Productions, China Film Co-Production Corporation, Relativity Media, Lionsgate, The Weinstein Company, Arclight Films, Huayi Brothers Pictures, J&J Project"
2442,83389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Animation, Drama",From Up on Poppy Hill,61037844,2011-07-16,"Studio Ghibli, Hakuhodo DY Media Partners, Mitsubishi, KDDI"
2443,181283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime, Thriller",Child 44,3324330,2015-03-15,"Summit Entertainment, Scott Free Productions, Worldview Entertainment"
2444,151960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Animation, Family, Adventure, Comedy",Planes,219788712,2013-08-09,"Walt Disney Pictures, DisneyToon Studios"
2445,242095,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Thriller, Science Fiction",The Signal,2665322,2014-03-15,"Signal Film Group, Low Spark Films, Automatik Entertainment, Focus Features"
2446,325789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Crime, Drama, Thriller",The Infiltrator,21011110,2016-07-13,Good Films Collective
2447,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,"Drama, War",Born on the Fourth of July,161001698,1989-12-20,"Universal Pictures, Ixtlan"
2448,10761,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Comedy, Romance",Made of Honor,106407672,2008-04-30,"Columbia Pictures, Original Film"
2449,475430,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Adventure, Fantasy, Science Fiction, Family, Action",Artemis Fowl,0,2020-06-12,"Tribeca Productions, Walt Disney Pictures, TKBC"
2450,7278,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Comedy,Meet the Spartans,85897593,2008-01-24,"New Regency Pictures, Regency Enterprises, 3 in the Box"
2451,1852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,"Drama, History, Thriller",World Trade Center,163247198,2006-08-09,"Paramount, Double Feature Films, Intermedia Films, Kernos Filmproduktionsgesellschaft & Company, Ixtlan, Saturn Films"
2452,517814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Drama,Capernaum,64978931,2018-09-20,"Boo Pictures, Mooz Films, Cedrus Invest Bank, Clandestino Filmes, DFI, KNM Films, Les Films des Tournelles, Louverture Films, Open City Films, Sunnyland Film, The Bridge Production"
2453,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,Drama,The Hours,41597830,2002-12-27,"Paramount, Miramax, Scott Rudin Productions"
